Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,Cpu4_usage,Cpu5_usage,Cpu6_usage,Cpu7_usage,Cpu8_usage,Cpu9_usage,Cpu10_usage,Cpu11_usage,Cpu12_usage,Cpu13_usage,Cpu14_usage,Cpu15_usage,Cpu16_usage,Cpu17_usage,Cpu18_usage,Cpu19_usage,Cpu20_usage,Cpu21_usage,Cpu22_usage,Cpu23_usage,Cpu24_usage,Cpu25_usage,Cpu26_usage,Cpu27_usage,Cpu28_usage,Cpu29_usage,Cpu30_usage,Cpu31_usage,Cpu32_usage,Cpu33_usage,Cpu34_usage,Cpu35_usage,cpu_frequency,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time,memory_usage_perce,write_rate_during_time,read_rate_during_time
1758729100.206,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.56,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2337,1573044,11024,81604,4607654.0,19.692145144450926,7.0,0.0
1758729100.3739998,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2474,1572316,11024,81604,4563770.0,19.683031679306175,0.0,0.0
1758729100.541,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.66,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2398,1582380,11024,81604,5681748.0,19.809017823834715,0.0,0.0
1758729100.708,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.66,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2789,1586608,11024,81604,7871440.0,19.861946025252312,0.0,0.0
1758729100.88,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.66,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2767,1588036,11024,81604,8431131.0,19.879822437651633,0.0,0.0
1758729101.051,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2718,1590324,11024,81604,9122657.0,19.90846475667799,0.0,0.0
1758729101.222,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.43,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2709,1592272,11024,81604,9035072.0,19.932850787037847,0.0,0.0
1758729101.394,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.43,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2718,1592116,11024,81604,9030495.0,19.93089790164969,0.0,0.0
1758729101.565,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.43,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2728,1592384,11024,81604,9079139.0,19.93425285859858,0.0,0.0
1758729101.736,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.43,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2708,1592980,11024,81604,9012977.0,19.94171388226104,0.0,0.0
1758729101.908,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.43,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2723,1592536,11024,81604,9054909.0,19.936155670002428,0.0,0.0
1758729102.0779998,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.66,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2734,1593860,11024,81606,8993751.0,19.952730158809644,2.0,0.0
1758729102.25,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.66,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2728,1591836,11024,81606,9029945.0,19.92739272274786,0.0,0.0
1758729102.4220002,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2727,1592544,11024,81606,9055397.0,19.936255817971052,0.0,0.0
1758729102.592,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.66,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2724,1591168,11024,81606,9005959.0,19.919030367367785,0.0,0.0
1758729102.766,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2715,1591784,11024,81606,9191871.0,19.926741760951806,0.0,0.0
1758729102.936,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.51,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2728,1591984,11024,81606,9077796.0,19.929245460167397,0.0,0.0
1758729103.1079998,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.52,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2735,1592348,11024,81606,9362830.0,19.933802192739773,0.0,0.0
1758729103.283,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.52,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2726,1591348,11024,81606,9752966.0,19.921283696661817,0.0,0.0
1758729103.455,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.52,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2733,1592972,11024,81606,9334632.0,19.941613734292417,0.0,0.0
1758729103.6279998,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.52,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2724,1591588,11024,81606,9165565.0,19.924288135720527,0.0,0.0
1758729103.8,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.43,5.46,5.54,5.52,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2731,1589420,11024,81606,9291236.0,19.89714803622352,0.0,0.0
1758729103.9729998,5.92,5.47,5.63,5.56,5.52,5.53,5.56,5.49,5.5,5.51,5.58,5.56,5.59,5.55,5.67,17.64,6.78,5.95,5.64,5.42,5.48,5.43,5.44,5.43,5.52,5.47,5.42,5.46,5.54,5.52,5.52,5.55,5.59,5.78,5.56,5.61,5.64,2740,1590152,11024,81606,9739416.0,19.906311575352582,0.0,0.0
