Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,cpu_frequency,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time,memory_usage_perce,write_rate_during_time,read_rate_during_time
1743442476.782,88.83,88.81,88.85,88.82,88.86,3699,7825580,38783,79116,7441326.0,97.9644925377245,0.0,0.0
1743442477.192,88.83,88.81,88.85,88.82,88.86,3699,7825752,38783,79116,7279644.0,97.9666457190499,0.0,0.0
1743442477.608,88.84,88.81,88.85,88.82,88.86,3699,7826252,38783,79116,8074443.0,97.97290496708887,0.0,0.0
1743442477.993,88.84,88.81,88.85,88.82,88.86,3699,7826252,38783,79116,7102216.0,97.97290496708887,0.0,0.0
1743442478.358,88.84,88.81,88.85,88.82,88.86,3700,7826504,38783,79116,6784772.0,97.97605962810051,0.0,0.0
1743442478.76,88.84,88.81,88.85,88.82,88.86,3699,7826756,38783,79116,7129560.0,97.97921428911216,0.0,0.0
1743442479.144,88.84,88.81,88.85,88.82,88.86,3699,7826584,38783,79122,7228619.0,97.97706110778675,6.0,0.0
1743442479.56,88.84,88.81,88.85,88.83,88.86,3699,7826504,38783,79122,7409039.0,97.97605962810051,0.0,0.0
1743442479.94,88.84,88.81,88.85,88.83,88.86,3699,7826504,38783,79183,7155987.0,97.97605962810051,61.0,0.0
1743442480.332,88.84,88.82,88.86,88.83,88.86,3699,7826976,38783,79183,7432171.0,97.98196835824932,0.0,0.0
1743442480.736,88.84,88.82,88.86,88.83,88.86,3699,7827224,38783,79183,7082989.0,97.98507294527664,0.0,0.0
1743442481.104,88.84,88.82,88.86,88.83,88.86,3699,7827224,38783,79183,6995893.0,97.98507294527664,0.0,0.0
1743442481.497,88.84,88.82,88.86,88.83,88.86,3699,7827224,38783,79183,7315290.0,97.98507294527664,0.0,0.0
1743442481.916,88.84,88.82,88.86,88.83,88.86,3699,7827224,38783,79183,7517802.0,97.98507294527664,0.0,0.0
1743442482.328,88.84,88.82,88.86,88.83,88.86,3700,7827476,38783,79185,7203168.0,97.98822760628829,2.0,0.0
1743442482.746,88.84,88.82,88.86,88.83,88.87,3699,7827476,38783,79185,7761454.0,97.98822760628829,0.0,0.0
1743442483.136,88.84,88.82,88.86,88.83,88.87,3699,7827728,38783,79187,7432782.0,97.99138226729993,2.0,0.0
1743442483.513,88.84,88.82,88.86,88.83,88.87,3699,7827728,38783,79187,7050580.0,97.99138226729993,0.0,0.0
1743442483.912,88.85,88.82,88.86,88.83,88.87,3699,7830660,38783,79191,7197735.0,98.0280864978005,4.0,0.0
1743442484.312,88.85,88.82,88.86,88.83,88.87,3699,7830248,38783,79194,7725810.0,98.02292887741638,3.0,0.0
1743442484.724,88.85,88.82,88.86,88.83,88.87,3699,7830324,38783,79194,7335858.0,98.0238802831183,0.0,0.0
1743442485.157,88.85,88.82,88.86,88.83,88.87,3699,7830244,38783,79195,7786785.0,98.02287880343206,1.0,0.0
1743442485.576,88.85,88.82,88.86,88.83,88.87,3699,7830496,38783,79195,8045206.0,98.02603346444371,0.0,0.0
