Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,Cpu4_usage,Cpu5_usage,Cpu6_usage,Cpu7_usage,Cpu8_usage,Cpu9_usage,Cpu10_usage,Cpu11_usage,Cpu12_usage,Cpu13_usage,Cpu14_usage,Cpu15_usage,Cpu16_usage,Cpu17_usage,Cpu18_usage,Cpu19_usage,Cpu20_usage,Cpu21_usage,Cpu22_usage,Cpu23_usage,Cpu24_usage,Cpu25_usage,Cpu26_usage,Cpu27_usage,Cpu28_usage,Cpu29_usage,Cpu30_usage,Cpu31_usage,Cpu32_usage,Cpu33_usage,Cpu34_usage,Cpu35_usage,cpu_frequency,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time,memory_usage_perce,write_rate_during_time,read_rate_during_time
1757091756.2229998,9.6,2.04,13.45,13.31,14.14,18.16,13.08,11.75,12.97,12.37,6.38,0.59,2.29,3.98,0.6,4.17,11.48,8.15,3.66,11.06,8.5,10.81,8.26,7.01,14.51,8.88,10.07,10.6,12.35,8.14,13.8,15.07,16.38,8.8,6.56,9.12,13.27,2338,1935476,16259,75317,5575120.0,24.22924871497638,0.0,0.0
1757091756.393,9.6,2.04,13.45,13.31,14.14,18.16,13.08,11.75,12.97,12.37,6.38,0.59,2.29,3.98,0.6,4.17,11.48,8.15,3.66,11.06,8.5,10.81,8.26,7.01,14.51,8.88,10.07,10.6,12.35,8.14,13.8,15.07,16.38,8.8,6.56,9.12,13.27,2624,1940836,16259,75317,9450049.0,24.296347853954217,0.0,0.0
1757091756.561,9.6,2.04,13.45,13.31,14.14,18.16,13.08,11.75,12.97,12.37,6.38,0.59,2.29,3.98,0.6,4.17,11.48,8.15,3.66,11.06,8.5,10.81,8.26,7.01,14.52,8.88,10.07,10.6,12.35,8.14,13.8,15.07,16.38,8.8,6.56,9.12,13.27,2861,1941396,16259,75364,13422512.0,24.30335821175787,47.0,0.0
1757091756.729,9.6,2.04,13.45,13.31,14.14,18.16,13.08,11.75,12.97,12.37,6.38,0.59,2.29,3.98,0.6,4.17,11.48,8.15,3.66,11.06,8.5,10.81,8.26,7.01,14.52,8.89,10.07,10.6,12.35,8.14,13.8,15.07,16.38,8.8,6.56,9.12,13.27,2880,1942832,16259,75364,13363857.0,24.321334772125816,0.0,0.0
1757091756.897,9.6,2.04,13.45,13.31,14.14,18.16,13.08,11.75,12.97,12.37,6.38,0.59,2.29,3.98,0.6,4.17,11.48,8.15,3.65,11.06,8.5,10.81,8.26,7.01,14.52,8.89,10.07,10.6,12.35,8.14,13.8,15.07,16.38,8.8,6.56,9.12,13.27,2854,1943672,16259,75364,13357144.0,24.3318503088313,0.0,0.0
1757091757.069,9.6,2.04,13.45,13.31,14.14,18.15,13.08,11.75,12.97,12.37,6.38,0.59,2.29,3.98,0.6,4.17,11.48,8.15,3.65,11.06,8.5,10.81,8.26,7.01,14.52,8.89,10.07,10.6,12.35,8.14,13.8,15.07,16.38,8.8,6.56,9.12,13.27,2742,1944776,16259,75364,13187832.0,24.34567072850136,0.0,0.0
1757091757.2389998,9.6,2.04,13.45,13.31,14.14,18.15,13.08,11.75,12.97,12.37,6.38,0.59,2.29,3.98,0.6,4.17,11.48,8.15,3.65,11.06,8.5,10.81,8.26,7.01,14.52,8.89,10.07,10.6,12.35,8.14,13.8,15.07,16.38,8.8,6.56,9.12,13.27,2782,1941956,16259,75364,12931486.0,24.31036856956153,0.0,0.0
1757091757.408,9.6,2.04,13.45,13.31,14.14,18.15,13.08,11.75,12.97,12.38,6.38,0.59,2.29,3.98,0.6,4.17,11.48,8.15,3.65,11.06,8.5,10.81,8.26,7.01,14.52,8.89,10.07,10.6,12.36,8.14,13.8,15.07,16.38,8.8,6.56,9.12,13.27,2869,1941932,16259,75364,13430812.0,24.310068125655658,0.0,0.0
1757091757.577,9.6,2.04,13.45,13.31,14.14,18.15,13.08,11.75,12.97,12.38,6.38,0.59,2.29,3.98,0.6,4.17,11.48,8.15,3.65,11.06,8.5,10.8,8.26,7.01,14.52,8.89,10.07,10.6,12.36,8.14,13.8,15.07,16.38,8.8,6.56,9.12,13.27,2905,1942776,16259,75364,13513027.0,24.32063373634545,0.0,0.0
1757091757.746,9.6,2.04,13.45,13.31,14.14,18.15,13.08,11.75,12.97,12.38,6.38,0.59,2.29,3.99,0.6,4.17,11.48,8.15,3.65,11.06,8.5,10.8,8.26,7.01,14.52,8.89,10.07,10.6,12.36,8.14,13.8,15.07,16.38,8.8,6.56,9.12,13.27,2860,1939820,16259,75364,13376919.0,24.283629061939017,0.0,0.0
