Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,Cpu4_usage,Cpu5_usage,Cpu6_usage,Cpu7_usage,Cpu8_usage,Cpu9_usage,Cpu10_usage,Cpu11_usage,Cpu12_usage,Cpu13_usage,Cpu14_usage,Cpu15_usage,Cpu16_usage,Cpu17_usage,Cpu18_usage,Cpu19_usage,Cpu20_usage,Cpu21_usage,Cpu22_usage,Cpu23_usage,Cpu24_usage,Cpu25_usage,Cpu26_usage,Cpu27_usage,Cpu28_usage,Cpu29_usage,Cpu30_usage,Cpu31_usage,Cpu32_usage,Cpu33_usage,Cpu34_usage,Cpu35_usage,cpu_frequency,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time,memory_usage_perce,write_rate_during_time,read_rate_during_time
1757042878.2629998,9.11,3.06,8.78,12.69,16.55,10.07,9.71,6.89,7.83,5.17,5.12,6.64,2.03,5.44,7.18,9.56,9.03,10.15,11.66,14.35,10.83,8.4,6.45,6.87,6.87,8.88,8.7,6.86,8.81,7.36,15.54,13.55,11.83,14.73,13.33,10.21,7.02,2498,2299460,17387,342504,6678816.0,28.785780991414818,0.0,0.0
1757042878.434,9.11,3.06,8.78,12.69,16.55,10.07,9.71,6.89,7.83,5.17,5.12,6.64,2.03,5.44,7.18,9.56,9.03,10.15,11.66,14.35,10.83,8.4,6.45,6.87,6.87,8.88,8.7,6.86,8.81,7.36,15.54,13.55,11.83,14.73,13.33,10.21,7.02,2920,2299788,17387,342504,11260470.0,28.789887058128382,0.0,0.0
1757042878.603,9.11,3.06,8.78,12.69,16.55,10.07,9.71,6.89,7.83,5.17,5.12,6.64,2.03,5.44,7.18,9.56,9.03,10.15,11.66,14.35,10.83,8.4,6.45,6.87,6.87,8.88,8.7,6.86,8.81,7.36,15.54,13.55,11.83,14.73,13.33,10.21,7.02,2936,2299968,17387,342504,11206392.0,28.792140387422414,0.0,0.0
1757042878.7729998,9.11,3.06,8.78,12.69,16.55,10.07,9.71,6.89,7.83,5.17,5.12,6.64,2.03,5.44,7.18,9.56,9.03,10.15,11.66,14.35,10.83,8.4,6.45,6.87,6.87,8.88,8.7,6.86,8.81,7.36,15.54,13.55,11.83,14.73,13.33,10.21,7.02,2970,2299052,17387,342504,11220979.0,28.780673445015008,0.0,0.0
1757042878.9429998,9.11,3.06,8.78,12.69,16.55,10.07,9.71,6.89,7.83,5.17,5.12,6.64,2.03,5.44,7.18,9.56,9.03,10.15,11.66,14.35,10.83,8.4,6.45,6.87,6.87,8.88,8.7,6.86,8.81,7.36,15.54,13.55,11.83,14.73,13.33,10.21,7.02,2939,2300264,17387,342504,11253939.0,28.795845862261494,0.0,0.0
1757042879.1120002,9.11,3.06,8.78,12.69,16.55,10.07,9.71,6.89,7.83,5.17,5.12,6.64,2.03,5.44,7.19,9.56,9.03,10.15,11.66,14.35,10.83,8.4,6.45,6.87,6.87,8.88,8.7,6.86,8.81,7.36,15.54,13.55,11.83,14.73,13.33,10.21,7.02,2935,2299532,17387,342504,11186861.0,28.78668232313243,0.0,0.0
1757042879.282,9.11,3.06,8.78,12.69,16.55,10.07,9.71,6.89,7.83,5.17,5.12,6.64,2.03,5.44,7.19,9.56,9.03,10.15,11.66,14.35,10.83,8.4,6.45,6.87,6.87,8.88,8.7,6.86,8.81,7.36,15.54,13.55,11.83,14.73,13.33,10.21,7.02,2916,2299428,17387,342504,11217623.0,28.785380399540323,0.0,0.0
1757042879.451,9.11,3.06,8.78,12.69,16.55,10.07,9.71,6.89,7.83,5.17,5.12,6.64,2.03,5.44,7.19,9.56,9.03,10.15,11.66,14.35,10.83,8.4,6.45,6.87,6.87,8.88,8.7,6.86,8.81,7.36,15.54,13.55,11.83,14.73,13.33,10.21,7.02,2958,2298152,17387,342504,11188325.0,28.76940679854485,0.0,0.0
1757042879.6220002,9.11,3.06,8.78,12.69,16.55,10.07,9.71,6.89,7.83,5.17,5.12,6.64,2.03,5.44,7.19,9.56,9.03,10.15,11.66,14.35,10.83,8.4,6.45,6.87,6.87,8.88,8.7,6.86,8.81,7.36,15.54,13.55,11.83,14.73,13.33,10.21,7.02,2945,2298588,17387,342504,11259859.0,28.774864862834836,0.0,0.0
1757042879.79,9.11,3.06,8.78,12.69,16.55,10.07,9.71,6.89,7.83,5.17,5.12,6.64,2.03,5.44,7.19,9.56,9.03,10.15,11.66,14.35,10.83,8.4,6.45,6.87,6.87,8.88,8.7,6.86,8.8,7.36,15.54,13.55,11.83,14.73,13.33,10.21,7.02,2947,2298656,17387,342504,11209932.0,28.77571612056814,0.0,0.0
1757042879.958,9.11,3.06,8.78,12.69,16.55,10.07,9.71,6.89,7.83,5.17,5.12,6.64,2.03,5.44,7.19,9.56,9.03,10.15,11.66,14.35,10.83,8.4,6.45,6.87,6.87,8.88,8.7,6.86,8.8,7.36,15.54,13.55,11.83,14.73,13.33,10.21,7.02,2928,2298820,17387,342504,11168307.0,28.777769153924925,0.0,0.0
1757042880.1279998,9.11,3.06,8.78,12.69,16.55,10.07,9.71,6.89,7.83,5.17,5.12,6.64,2.03,5.44,7.19,9.56,9.03,10.15,11.66,14.35,10.83,8.4,6.45,6.87,6.87,8.88,8.7,6.86,8.8,7.36,15.54,13.55,11.83,14.73,13.33,10.21,7.02,2944,2298720,17387,342504,11253938.0,28.776517304317128,0.0,0.0
