Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,Cpu4_usage,Cpu5_usage,Cpu6_usage,Cpu7_usage,Cpu8_usage,Cpu9_usage,Cpu10_usage,Cpu11_usage,Cpu12_usage,Cpu13_usage,Cpu14_usage,Cpu15_usage,Cpu16_usage,Cpu17_usage,Cpu18_usage,Cpu19_usage,Cpu20_usage,Cpu21_usage,Cpu22_usage,Cpu23_usage,Cpu24_usage,Cpu25_usage,Cpu26_usage,Cpu27_usage,Cpu28_usage,Cpu29_usage,Cpu30_usage,Cpu31_usage,Cpu32_usage,Cpu33_usage,Cpu34_usage,Cpu35_usage,cpu_frequency,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time,memory_usage_perce,write_rate_during_time,read_rate_during_time
1756979019.236,2.53,0.96,7.04,0.51,0.41,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.28,0.32,3.52,0.83,0.9,0.94,0.9,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,2381,1809300,16249,28723,4846790.0,22.649714953844306,0.0,0.0
1756979019.404,2.53,0.96,7.04,0.51,0.41,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.28,0.32,3.52,0.83,0.9,0.94,0.9,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,2422,1807976,16249,28723,4803515.0,22.63314046503709,0.0,0.0
1756979019.572,2.53,0.96,7.04,0.51,0.41,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.28,0.32,3.52,0.83,0.9,0.94,0.9,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,2371,1810028,16249,28723,5153002.0,22.658828418989057,0.0,0.0
1756979019.738,2.53,0.96,7.04,0.51,0.41,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.28,0.32,3.52,0.83,0.9,0.94,0.9,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,2997,1809028,16249,28723,9111122.0,22.6463099229111,0.0,0.0
1756979019.904,2.53,0.96,7.04,0.51,0.41,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.28,0.32,3.52,0.83,0.9,0.94,0.91,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,3026,1809088,16249,28723,9096229.0,22.64706103267578,0.0,0.0
1756979020.07,2.53,0.96,7.04,0.51,0.41,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.28,0.32,3.52,0.83,0.9,0.94,0.91,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,3004,1809108,16249,28723,9072731.0,22.647311402597335,0.0,0.0
1756979020.2370002,2.53,0.96,7.04,0.51,0.41,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.28,0.32,3.52,0.83,0.9,0.94,0.91,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,3002,1809100,16249,28723,9116859.0,22.64721125462871,0.0,0.0
1756979020.403,2.53,0.96,7.04,0.51,0.42,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.28,0.32,3.52,0.83,0.9,0.94,0.91,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,3031,1808280,16249,28723,9192115.0,22.63694608784479,0.0,0.0
1756979020.5670002,2.53,0.96,7.04,0.51,0.42,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.28,0.32,3.52,0.83,0.9,0.94,0.91,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,3099,1807924,16249,28723,9020729.0,22.63248950324104,0.0,0.0
1756979020.7329998,2.53,0.96,7.04,0.51,0.42,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.28,0.32,3.52,0.83,0.9,0.94,0.92,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,3026,1809472,16249,28723,9015541.0,22.651868135169714,0.0,0.0
1756979020.8979998,2.53,0.96,7.04,0.51,0.42,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.27,0.32,3.52,0.83,0.9,0.94,0.92,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,3013,1808092,16249,28723,9011451.0,22.634592610582136,0.0,0.0
1756979021.063,2.53,0.96,7.04,0.51,0.42,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.27,0.32,3.52,0.83,0.9,0.94,0.92,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,2996,1808012,16249,28723,9084327.0,22.6335911308959,0.0,0.0
1756979021.228,2.53,0.96,7.04,0.51,0.43,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.27,0.32,3.52,0.83,0.9,0.94,0.92,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,3026,1808436,16249,28723,9000832.0,22.63889897323295,0.0,0.0
1756979021.393,2.53,0.96,7.04,0.51,0.43,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.27,0.32,3.52,0.83,0.9,0.94,0.92,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,3035,1807244,16249,28723,9019203.0,22.62397692590803,0.0,0.0
1756979021.5579998,2.53,0.96,7.04,0.51,0.43,0.36,4.14,0.28,0.32,0.29,1.57,4.09,0.2,0.22,0.27,6.41,8.06,2.45,5.27,0.32,3.52,0.83,0.9,0.94,0.92,0.98,1.02,1.0,1.04,0.93,12.3,1.06,8.53,6.14,4.55,0.93,2.28,2977,1807396,16249,28723,8984535.0,22.625879737311877,0.0,0.0
