Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time
1733755750.424,30.46,40.98,24.84,20.38,35.61,6275520,24790,27299,1159482.0
1733755750.54,30.46,40.98,24.84,20.39,35.61,6276276,24790,27299,1154233.0
1733755750.656,30.46,40.98,24.84,20.39,35.6,6275772,24790,27299,1163144.0
1733755750.772,30.46,40.98,24.84,20.4,35.6,6276268,24790,27299,1160092.0
1733755750.888,30.46,40.98,24.83,20.4,35.6,6275820,24790,27299,1158384.0
1733755751.003,30.46,40.97,24.83,20.4,35.6,6275852,24790,27299,1161190.0
1733755751.119,30.46,40.97,24.83,20.41,35.6,6275992,24790,27299,1329587.0
1733755751.235,30.46,40.97,24.83,20.41,35.6,6276492,24790,27299,1495113.0
1733755751.352,30.46,40.97,24.83,20.42,35.59,6276236,24790,27299,1488339.0
1733755751.468,30.46,40.97,24.83,20.42,35.59,6276080,24790,27299,1507442.0
1733755751.584,30.46,40.96,24.83,20.43,35.59,6275968,24790,27299,1464962.0
1733755751.7,30.46,40.96,24.83,20.43,35.59,6276268,24790,27299,1489682.0
1733755751.815,30.46,40.96,24.83,20.44,35.59,6276304,24790,27299,1476802.0
1733755751.931,30.46,40.96,24.82,20.44,35.59,6276444,24790,27299,1484005.0
1733755752.047,30.46,40.96,24.82,20.45,35.58,6276184,24790,27299,1472531.0
1733755752.163,30.46,40.96,24.82,20.45,35.58,6276276,24790,27299,1315365.0
1733755752.279,30.46,40.95,24.82,20.45,35.58,6276016,24790,27299,1519893.0
1733755752.395,30.46,40.95,24.82,20.46,35.58,6275904,24790,27299,1502926.0
1733755752.51,30.46,40.95,24.82,20.46,35.58,6276140,24790,27299,1505307.0
1733755752.626,30.46,40.95,24.82,20.47,35.58,6276188,24790,27299,1504573.0
1733755752.742,30.46,40.95,24.82,20.47,35.58,6276224,24790,27299,1513485.0
1733755752.858,30.46,40.94,24.82,20.48,35.57,6275760,24790,27299,1503720.0
1733755752.974,30.46,40.94,24.82,20.48,35.57,6275960,24790,27299,1479854.0
1733755753.089,30.46,40.94,24.82,20.48,35.57,6276352,24790,27299,1502437.0
1733755753.205,30.46,40.94,24.82,20.49,35.57,6275848,24790,27299,1509335.0
1733755753.321,30.46,40.94,24.81,20.49,35.57,6276192,24790,27299,1505795.0
1733755753.437,30.46,40.93,24.81,20.5,35.57,6276076,24790,27299,1489314.0
1733755753.553,30.46,40.93,24.81,20.5,35.56,6276172,24790,27299,1485532.0
1733755753.668,30.46,40.93,24.81,20.51,35.56,6276056,24790,27302,1506038.0
1733755753.785,30.46,40.93,24.81,20.51,35.56,6275700,24790,27302,1512752.0
1733755753.9,30.46,40.93,24.81,20.52,35.56,6276152,24790,27302,1499814.0
1733755754.016,30.46,40.92,24.81,20.52,35.56,6276192,24790,27302,1494258.0
1733755754.132,30.46,40.92,24.81,20.53,35.56,6276036,24790,27302,1531918.0
1733755754.248,30.46,40.92,24.81,20.53,35.56,6276032,24790,27302,1497066.0
1733755754.364,30.46,40.92,24.81,20.53,35.55,6275524,24790,27302,1520200.0
1733755754.479,30.46,40.92,24.81,20.54,35.55,6274764,24790,27302,1517817.0
1733755754.595,30.46,40.91,24.8,20.54,35.55,6274904,24790,27302,1499874.0
1733755754.711,30.46,40.91,24.8,20.55,35.55,6274648,24790,27302,1520016.0
1733755754.827,30.46,40.91,24.8,20.55,35.55,6274140,24790,27302,1501278.0
1733755754.942,30.46,40.91,24.8,20.56,35.55,6273884,24790,27302,1523373.0
1733755755.058,30.46,40.91,24.8,20.56,35.54,6273732,24790,27302,1519100.0
1733755755.174,30.46,40.9,24.8,20.57,35.54,6273724,24790,27302,1498714.0
1733755755.289,30.46,40.9,24.8,20.57,35.54,6273468,24790,27302,1519223.0
1733755755.406,30.46,40.9,24.8,20.58,35.54,6273464,24790,27302,1508174.0
1733755755.521,30.46,40.9,24.8,20.58,35.54,6273860,24790,27302,1506222.0
1733755755.637,30.46,40.9,24.8,20.59,35.54,6274464,24790,27302,1514888.0
1733755755.753,30.46,40.89,24.79,20.59,35.54,6275212,24790,27302,1486020.0
1733755755.868,30.46,40.89,24.79,20.59,35.53,6275712,24790,27302,1500179.0
1733755755.984,30.46,40.89,24.79,20.6,35.53,6275856,24790,27302,1517025.0
1733755756.1,30.46,40.89,24.79,20.6,35.53,6275704,24790,27302,1526851.0
1733755756.216,30.46,40.89,24.79,20.61,35.53,6275848,24790,27302,1516232.0
1733755756.332,30.46,40.88,24.79,20.61,35.53,6276052,24790,27302,1503903.0
1733755756.447,30.46,40.88,24.79,20.62,35.53,6275956,24790,27302,1511043.0
1733755756.563,30.46,40.88,24.79,20.62,35.52,6276176,24790,27302,1508114.0
1733755756.679,30.46,40.89,24.79,20.62,35.52,6277704,24790,27302,1501095.0
1733755756.795,30.46,40.89,24.79,20.62,35.52,6277704,24790,27302,1483272.0
1733755756.91,30.46,40.89,24.79,20.61,35.52,6278416,24790,27302,1506222.0
1733755757.026,30.46,40.9,24.78,20.61,35.52,6279232,24790,27302,1497554.0
1733755757.143,30.46,40.9,24.78,20.61,35.52,6280360,24790,27302,1470761.0
1733755757.258,30.46,40.91,24.78,20.61,35.52,6281216,24790,27302,1523251.0
1733755757.374,30.46,40.91,24.78,20.61,35.51,6281964,24790,27302,1501644.0
1733755757.49,30.46,40.91,24.78,20.61,35.51,6282668,24790,27302,1494015.0
1733755757.605,30.46,40.92,24.78,20.61,35.51,6283464,24790,27302,1517330.0
1733755757.721,30.46,40.92,24.78,20.61,35.51,6284208,24790,27302,1486446.0
1733755757.837,30.46,40.92,24.78,20.61,35.51,6284808,24790,27302,1502255.0
1733755757.953,30.46,40.93,24.78,20.61,35.51,6285008,24790,27302,1507075.0
1733755758.069,30.46,40.93,24.78,20.61,35.51,6284540,24790,27302,1506466.0
1733755758.185,30.46,40.93,24.78,20.61,35.5,6284736,24790,27302,1498837.0
1733755758.3,30.46,40.94,24.77,20.6,35.5,6284480,24790,27302,1493343.0
1733755758.416,30.46,40.94,24.77,20.6,35.5,6284664,24790,27302,1475582.0
1733755758.532,30.46,40.94,24.77,20.6,35.5,6284880,24790,27302,1512936.0
1733755758.648,30.46,40.95,24.77,20.6,35.5,6285028,24790,27306,1660213.0
1733755758.764,30.46,40.95,24.77,20.6,35.5,6285116,24790,27306,1537106.0
1733755758.879,30.46,40.95,24.77,20.6,35.49,6285112,24790,27306,1810480.0
1733755758.995,30.46,40.96,24.77,20.6,35.49,6284608,24790,27306,1818905.0
1733755759.111,30.46,40.96,24.77,20.6,35.49,6284752,24790,27319,1844050.0
1733755759.227,30.46,40.96,24.77,20.6,35.49,6283992,24790,27319,1825435.0
1733755759.343,30.46,40.97,24.77,20.6,35.49,6283484,24790,27319,1816218.0
1733755759.459,30.46,40.97,24.77,20.6,35.49,6283484,24790,27319,1810604.0
1733755759.574,30.46,40.97,24.77,20.6,35.49,6282828,24790,27319,1810542.0
1733755759.69,30.46,40.98,24.76,20.6,35.48,6282568,24790,27319,1817683.0
1733755759.806,30.46,40.98,24.76,20.59,35.48,6282312,24790,27319,1836971.0
1733755759.921,30.46,40.98,24.76,20.59,35.48,6282056,24790,27319,1828974.0
1733755760.039,30.46,40.99,24.76,20.59,35.48,6282044,24790,27319,1928096.0
1733755760.155,30.46,40.99,24.76,20.59,35.48,6282676,24790,27319,1865596.0
1733755760.27,30.46,40.99,24.76,20.59,35.48,6282524,24790,27319,1844905.0
1733755760.386,30.46,41.0,24.76,20.59,35.47,6283420,24790,27319,1804133.0
1733755760.502,30.46,41.0,24.76,20.59,35.47,6282768,24790,27319,1821957.0
1733755760.618,30.46,41.0,24.76,20.59,35.47,6281904,24790,27319,1863459.0
1733755760.734,30.46,41.01,24.76,20.59,35.47,6281000,24790,27319,1811946.0
1733755760.85,30.46,41.01,24.76,20.59,35.47,6280488,24790,27319,1827083.0
1733755760.965,30.46,41.01,24.76,20.59,35.47,6280232,24790,27319,1813655.0
1733755761.081,30.46,41.02,24.76,20.59,35.47,6280224,24790,27319,1784053.0
1733755761.197,30.46,41.02,24.75,20.59,35.47,6280368,24790,27319,1812068.0
1733755761.312,30.46,41.02,24.75,20.58,35.46,6280720,24790,27319,1808833.0
1733755761.428,30.46,41.03,24.75,20.58,35.46,6281872,24790,27319,1815120.0
1733755761.544,30.46,41.03,24.75,20.58,35.46,6282372,24790,27319,1805476.0
1733755761.66,30.46,41.03,24.75,20.58,35.46,6283728,24790,27319,1833186.0
1733755761.775,30.46,41.04,24.75,20.58,35.46,6284732,24790,27319,1833919.0
1733755761.892,30.46,41.04,24.75,20.58,35.46,6285040,24790,27319,1788631.0
1733755762.008,30.46,41.04,24.75,20.58,35.45,6284848,24790,27319,1855464.0
1733755762.124,30.46,41.04,24.75,20.59,35.45,6284620,24790,27319,1852473.0
1733755762.24,30.46,41.04,24.75,20.59,35.45,6284968,24790,27319,1837642.0
1733755762.355,30.46,41.03,24.74,20.6,35.45,6284356,24790,27319,1848139.0
1733755762.472,30.46,41.03,24.74,20.6,35.45,6284204,24790,27319,1823543.0
1733755762.588,30.46,41.03,24.74,20.61,35.45,6283700,24790,27319,1863827.0
1733755762.703,30.46,41.03,24.74,20.61,35.44,6283944,24790,27319,1842036.0
1733755762.819,30.46,41.03,24.74,20.62,35.44,6283184,24790,27319,1830134.0
1733755762.935,30.46,41.02,24.74,20.62,35.44,6283828,24790,27319,1846248.0
1733755763.051,30.46,41.02,24.74,20.62,35.44,6283676,24790,27319,1841853.0
1733755763.167,30.46,41.02,24.74,20.62,35.44,6283064,24790,27334,1855708.0
1733755763.283,30.46,41.03,24.74,20.62,35.44,6283816,24790,27334,1841060.0
1733755763.398,30.46,41.03,24.74,20.62,35.43,6284668,24790,27334,1837642.0
1733755763.514,30.46,41.03,24.73,20.62,35.43,6284908,24790,27334,1815547.0
1733755763.63,30.46,41.04,24.73,20.62,35.43,6284652,24790,27334,1832515.0
1733755763.745,30.46,41.04,24.73,20.62,35.43,6284752,24790,27337,1843562.0
1733755763.861,30.46,41.05,24.73,20.62,35.43,6284140,24790,27337,1817866.0
1733755763.977,30.46,41.05,24.73,20.62,35.43,6284888,24790,27337,1844966.0
1733755764.092,30.46,41.05,24.73,20.62,35.43,6284980,24790,27337,1837886.0
1733755764.208,30.46,41.06,24.73,20.62,35.42,6284872,24790,27337,1819331.0
1733755764.324,30.46,41.06,24.73,20.62,35.42,6284232,24790,27337,1851253.0
1733755764.44,30.46,41.05,24.73,20.62,35.42,6283220,24790,27337,1858820.0
1733755764.556,30.46,41.05,24.73,20.62,35.42,6283312,24790,27337,1828732.0
1733755764.672,30.46,41.06,24.73,20.62,35.42,6283916,24790,27337,1865778.0
1733755764.788,30.46,41.06,24.73,20.62,35.42,6283408,24790,27337,1844783.0
1733755764.904,30.46,41.07,24.72,20.62,35.41,6283300,24790,27337,1844844.0
1733755765.02,30.46,41.07,24.72,20.62,35.41,6283400,24790,27337,1847408.0
1733755765.136,30.46,41.07,24.72,20.62,35.41,6283024,24790,27337,1848506.0
1733755765.251,30.46,41.08,24.72,20.62,35.41,6283520,24790,27337,1846369.0
