Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time
1733757750.452,30.24,40.29,24.58,20.64,35.44,6287912,24814,32475,1155392.0
1733757750.568,30.24,40.29,24.58,20.64,35.44,6287912,24814,32475,1137510.0
1733757750.683,30.24,40.28,24.58,20.64,35.44,6287912,24814,32475,1141598.0
1733757750.799,30.24,40.28,24.58,20.64,35.44,6287912,24814,32475,1157285.0
1733757750.915,30.24,40.28,24.58,20.63,35.45,6287912,24814,32475,1155209.0
1733757751.031,30.24,40.28,24.58,20.63,35.45,6287912,24814,32475,1152158.0
1733757751.147,30.24,40.28,24.58,20.63,35.45,6287912,24814,32475,1360714.0
1733757751.262,30.24,40.28,24.58,20.63,35.45,6287912,24814,32475,1466244.0
1733757751.378,30.24,40.28,24.57,20.63,35.45,6288668,24814,32475,1491024.0
1733757751.494,30.24,40.28,24.57,20.63,35.46,6288668,24814,32493,1473996.0
1733757751.61,30.24,40.28,24.57,20.63,35.46,6289172,24814,32493,1484675.0
1733757751.725,30.24,40.28,24.57,20.63,35.46,6289676,24814,32493,1462522.0
1733757751.841,30.24,40.28,24.57,20.63,35.46,6291436,24814,32493,1478450.0
1733757751.957,30.24,40.28,24.57,20.63,35.46,6292252,24814,32493,1485958.0
1733757752.072,30.24,40.27,24.57,20.63,35.46,6292564,24814,32493,1490292.0
1733757752.188,30.24,40.27,24.57,20.63,35.46,6292948,24814,32493,1341183.0
1733757752.304,30.24,40.27,24.58,20.63,35.46,6293800,24814,32493,1517940.0
1733757752.42,30.24,40.27,24.58,20.63,35.46,6294552,24814,32493,1507016.0
1733757752.536,30.24,40.27,24.58,20.63,35.46,6296560,24814,32493,1513058.0
1733757752.651,30.24,40.27,24.58,20.63,35.46,6296552,24814,32493,1488155.0
1733757752.767,30.24,40.27,24.58,20.63,35.46,6296548,24814,32493,1495846.0
1733757752.883,30.24,40.27,24.59,20.63,35.46,6295536,24814,32493,1508480.0
1733757752.999,30.24,40.27,24.59,20.63,35.46,6296036,24814,32493,1506404.0
1733757753.115,30.24,40.27,24.59,20.63,35.46,6296432,24814,32495,1502011.0
1733757753.23,30.24,40.26,24.59,20.63,35.46,6296276,24814,32495,1481869.0
1733757753.346,30.24,40.26,24.59,20.63,35.46,6296268,24814,32495,1506526.0
1733757753.462,30.24,40.26,24.6,20.63,35.46,6296516,24814,32495,1509701.0
1733757753.577,30.24,40.26,24.6,20.63,35.45,6296508,24814,32495,1487424.0
1733757753.693,30.24,40.26,24.6,20.63,35.45,6296252,24814,32495,1504695.0
1733757753.809,30.24,40.26,24.6,20.63,35.45,6296244,24814,32495,1507259.0
1733757753.924,30.24,40.26,24.61,20.63,35.45,6296584,24814,32495,1494259.0
1733757754.04,30.24,40.26,24.61,20.63,35.45,6296528,24814,32495,1505245.0
1733757754.156,30.24,40.26,24.61,20.63,35.45,6296412,24814,32495,1506405.0
1733757754.272,30.24,40.26,24.61,20.62,35.45,6296448,24814,32495,1506283.0
1733757754.388,30.24,40.26,24.61,20.62,35.45,6296084,24814,32495,1509151.0
1733757754.504,30.24,40.25,24.62,20.62,35.45,6297036,24814,32495,1517697.0
1733757754.62,30.24,40.25,24.62,20.62,35.45,6296320,24814,32495,1511897.0
1733757754.736,30.24,40.25,24.62,20.62,35.45,6296520,24814,32495,1522152.0
1733757754.852,30.24,40.25,24.62,20.62,35.45,6296764,24814,32495,1514157.0
1733757754.968,30.24,40.25,24.63,20.62,35.44,6296504,24814,32495,1510738.0
1733757755.084,30.24,40.25,24.63,20.62,35.44,6296740,24814,32495,1518428.0
1733757755.199,30.24,40.25,24.63,20.62,35.44,6296372,24814,32495,1497556.0
1733757755.316,30.24,40.25,24.63,20.62,35.44,6296264,24814,32499,1714534.0
1733757755.431,30.24,40.25,24.63,20.62,35.44,6296464,24814,32504,1521480.0
