Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time
1733757306.445,30.26,39.67,25.28,20.72,35.34,6288960,24807,31256,1163083.0
1733757306.56,30.26,39.68,25.28,20.72,35.34,6289652,24807,31259,1326779.0
1733757306.676,30.26,39.68,25.28,20.72,35.34,6290148,24807,31259,1494503.0
1733757306.792,30.26,39.68,25.28,20.72,35.34,6290704,24807,31259,1481503.0
1733757306.908,30.26,39.68,25.28,20.72,35.34,6291396,24807,31259,1488582.0
1733757307.024,30.26,39.68,25.28,20.72,35.34,6291952,24807,31259,1467404.0
1733757307.14,30.26,39.68,25.28,20.72,35.34,6292240,24807,31259,1486324.0
1733757307.256,30.26,39.69,25.28,20.72,35.34,6292604,24807,31259,1489193.0
1733757307.372,30.26,39.69,25.28,20.72,35.34,6292528,24807,31261,1488155.0
1733757307.488,30.26,39.69,25.28,20.72,35.34,6292568,24807,31261,1486325.0
1733757307.604,30.26,39.69,25.28,20.72,35.33,6292200,24807,31261,1339657.0
1733757307.719,30.26,39.69,25.28,20.72,35.33,6292480,24807,31261,1532527.0
1733757307.835,30.26,39.69,25.28,20.72,35.33,6292808,24807,31261,1522763.0
1733757307.951,30.26,39.69,25.28,20.72,35.33,6293384,24807,31261,1526485.0
1733757308.067,30.26,39.69,25.28,20.73,35.33,6293024,24807,31261,1508480.0
1733757308.183,30.26,39.69,25.28,20.73,35.33,6293128,24807,31261,1522213.0
1733757308.299,30.26,39.7,25.28,20.73,35.33,6292640,24807,31261,1531674.0
1733757308.414,30.26,39.7,25.27,20.73,35.33,6292768,24807,31261,1527888.0
1733757308.53,30.26,39.7,25.27,20.72,35.33,6293244,24807,31261,1521908.0
1733757308.646,30.26,39.7,25.27,20.72,35.33,6292648,24807,31261,1503232.0
1733757308.762,30.26,39.7,25.27,20.72,35.33,6292104,24807,31261,1523188.0
1733757308.878,30.26,39.71,25.27,20.72,35.32,6292752,24807,31261,1522275.0
1733757308.994,30.26,39.71,25.27,20.72,35.32,6293352,24807,31261,1525570.0
1733757309.109,30.26,39.71,25.27,20.72,35.32,6293092,24807,31261,1514400.0
1733757309.225,30.26,39.71,25.27,20.72,35.32,6292840,24807,31261,1496334.0
1733757309.341,30.26,39.71,25.27,20.72,35.32,6293056,24807,31261,1520626.0
1733757309.457,30.26,39.72,25.27,20.72,35.32,6293152,24807,31261,1524227.0
1733757309.572,30.26,39.72,25.27,20.72,35.32,6293144,24807,31261,1527889.0
1733757309.688,30.26,39.72,25.27,20.72,35.32,6293532,24807,31261,1511166.0
1733757309.804,30.26,39.72,25.27,20.72,35.32,6294180,24807,31261,1495540.0
1733757309.92,30.26,39.72,25.27,20.72,35.32,6293276,24807,31261,1522885.0
1733757310.036,30.26,39.73,25.27,20.72,35.32,6293388,24807,31261,1523128.0
1733757310.152,30.26,39.73,25.27,20.72,35.32,6293384,24807,31261,1507260.0
1733757310.268,30.26,39.73,25.27,20.72,35.31,6292876,24807,31261,1507991.0
1733757310.384,30.26,39.73,25.27,20.72,35.31,6292620,24807,31261,1522579.0
1733757310.499,30.26,39.73,25.26,20.72,35.31,6292468,24807,31261,1510800.0
1733757310.615,30.26,39.73,25.26,20.72,35.31,6291960,24807,31261,1488704.0
1733757310.731,30.26,39.74,25.26,20.72,35.31,6291200,24807,31261,1512448.0
1733757310.846,30.26,39.74,25.26,20.72,35.31,6292200,24807,31261,1520016.0
1733757310.962,30.26,39.74,25.26,20.72,35.31,6292700,24807,31263,1528316.0
1733757311.078,30.26,39.74,25.26,20.71,35.31,6293048,24807,31263,1513302.0
1733757311.194,30.26,39.74,25.26,20.72,35.31,6293296,24807,31263,1544979.0
1733757311.309,30.26,39.74,25.26,20.72,35.31,6293116,24807,31263,1531672.0
1733757311.425,30.26,39.74,25.26,20.72,35.31,6293116,24807,31263,1510739.0
1733757311.544,30.26,39.75,25.26,20.72,35.31,6293912,24807,31267,1621700.0
1733757311.66,30.26,39.75,25.26,20.72,35.31,6287096,24807,31267,1650325.0
1733757311.776,30.26,39.75,25.26,20.72,35.3,6287600,24807,31267,1527035.0
1733757311.892,30.26,39.75,25.26,20.72,35.3,6288104,24807,31267,1516902.0
1733757312.008,30.26,39.75,25.26,20.71,35.3,6289364,24807,31267,1530942.0
1733757312.124,30.26,39.76,25.26,20.71,35.3,6290800,24807,31267,1527828.0
1733757312.239,30.26,39.76,25.26,20.71,35.3,6291556,24807,31267,1507077.0
1733757312.356,30.26,39.76,25.26,20.71,35.3,6293024,24807,31267,1499690.0
1733757312.472,30.26,39.76,25.26,20.71,35.3,6293076,24807,31267,1539425.0
1733757312.588,30.26,39.76,25.26,20.71,35.3,6293060,24807,31267,1523495.0
1733757312.704,30.26,39.77,25.25,20.71,35.3,6292696,24807,31267,1506770.0
1733757312.82,30.26,39.77,25.25,20.71,35.3,6293148,24807,31267,1524167.0
1733757312.935,30.26,39.77,25.25,20.71,35.29,6292988,24807,31267,1528133.0
1733757313.052,30.26,39.77,25.25,20.71,35.29,6293232,24807,31267,1522334.0
1733757313.167,30.26,39.77,25.25,20.71,35.29,6293112,24807,31267,1503660.0
1733757313.284,30.26,39.78,25.25,20.71,35.29,6292856,24807,31267,1485530.0
1733757313.399,30.26,39.78,25.25,20.71,35.29,6293200,24807,31267,1534603.0
1733757313.515,30.26,39.78,25.25,20.71,35.29,6293440,24807,31267,1527584.0
1733757313.631,30.26,39.78,25.25,20.71,35.29,6293172,24807,31267,1514034.0
1733757313.747,30.26,39.78,25.25,20.71,35.29,6293316,24807,31267,1530758.0
1733757313.863,30.26,39.78,25.25,20.71,35.29,6293160,24807,31267,1529965.0
1733757313.979,30.26,39.78,25.25,20.71,35.29,6293516,24807,31267,1537837.0
1733757314.095,30.26,39.78,25.25,20.72,35.29,6293528,24807,31267,1529476.0
1733757314.211,30.26,39.78,25.25,20.72,35.28,6293020,24807,31267,1365903.0
1733757314.326,30.26,39.78,25.25,20.72,35.28,6293268,24807,31267,1854792.0
1733757314.442,30.26,39.78,25.25,20.72,35.28,6293360,24807,31267,1853938.0
1733757314.558,30.26,39.78,25.24,20.73,35.28,6292960,24807,31267,1833736.0
1733757314.674,30.26,39.78,25.24,20.73,35.28,6293004,24807,31267,1860103.0
1733757314.79,30.26,39.78,25.24,20.73,35.28,6293436,24807,31267,1849543.0
1733757314.905,30.26,39.77,25.24,20.73,35.28,6293280,24807,31267,1864192.0
1733757315.021,30.26,39.77,25.24,20.74,35.28,6293312,24807,31267,1836910.0
1733757315.137,30.26,39.77,25.24,20.74,35.28,6293560,24807,31267,1842646.0
