Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time
1733754861.653,30.82,41.16,24.99,21.39,35.71,6261312,24603,24912,1167294.0
1733754861.768,30.82,41.16,25.0,21.39,35.71,6261204,24603,24912,1146421.0
1733754861.884,30.82,41.16,25.01,21.39,35.71,6260952,24603,24912,1161434.0
1733754862.0,30.82,41.15,25.01,21.39,35.7,6260048,24603,24912,1166074.0
1733754862.116,30.82,41.15,25.02,21.39,35.7,6260420,24603,24912,1468564.0
1733754862.232,30.82,41.15,25.03,21.39,35.7,6261780,24603,24912,1494625.0
1733754862.348,30.82,41.14,25.04,21.39,35.69,6262680,24603,24912,1490596.0
1733754862.464,30.82,41.14,25.05,21.38,35.69,6262780,24603,24912,1495663.0
1733754862.58,30.82,41.14,25.05,21.38,35.69,6263028,24603,24912,1490413.0
1733754862.695,30.82,41.13,25.06,21.38,35.69,6263372,24603,24912,1481442.0
1733754862.811,30.82,41.13,25.07,21.38,35.68,6263364,24603,24912,1485348.0
1733754862.927,30.82,41.13,25.08,21.38,35.68,6263356,24603,24912,1483699.0
1733754863.045,30.82,41.12,25.08,21.38,35.68,6263744,24603,24912,1167112.0
1733754863.161,30.82,41.12,25.08,21.38,35.67,6263492,24603,24912,1387387.0
1733754863.276,30.82,41.12,25.08,21.39,35.67,6263640,24603,24912,1542171.0
1733754863.392,30.82,41.11,25.08,21.4,35.67,6264140,24603,24912,1506466.0
1733754863.508,30.82,41.11,25.07,21.41,35.67,6264892,24603,24912,1540768.0
1733754863.624,30.82,41.11,25.07,21.42,35.66,6265752,24603,24913,1536677.0
1733754863.739,30.82,41.1,25.07,21.42,35.66,6266144,24603,24913,1536984.0
1733754863.855,30.82,41.1,25.07,21.43,35.66,6266492,24603,24913,1513790.0
1733754863.971,30.82,41.09,25.07,21.44,35.65,6267392,24603,24913,1537410.0
1733754864.086,30.82,41.09,25.07,21.45,35.65,6268196,24603,24913,1518979.0
1733754864.203,30.82,41.09,25.06,21.46,35.65,6268636,24603,24913,1538692.0
1733754864.318,30.82,41.08,25.06,21.46,35.65,6269668,24603,24913,1554439.0
1733754864.434,30.82,41.08,25.06,21.47,35.64,6270108,24603,24913,1505246.0
1733754864.55,30.82,41.08,25.06,21.48,35.64,6270856,24603,24913,1525935.0
1733754864.666,30.82,41.07,25.06,21.49,35.64,6270960,24603,24913,1517819.0
1733754864.781,30.82,41.08,25.06,21.49,35.63,6271068,24603,24913,1525509.0
1733754864.897,30.82,41.08,25.06,21.49,35.63,6270960,24603,24913,1526729.0
1733754865.013,30.82,41.09,25.05,21.49,35.63,6271452,24603,24913,1537716.0
1733754865.129,30.82,41.09,25.05,21.48,35.63,6270780,24603,24913,1538876.0
1733754865.244,30.82,41.1,25.05,21.48,35.62,6270676,24603,24913,1514583.0
