Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time
1733753972.908,33.49,35.41,30.34,25.94,42.25,6138224,22603,22303,1441647.0
1733753973.024,33.48,35.39,30.33,25.93,42.28,6138720,22603,22303,1497311.0
1733753973.14,33.48,35.38,30.32,25.92,42.31,6138720,22603,22303,1485225.0
1733753973.256,33.48,35.37,30.31,25.9,42.33,6139328,22603,22303,1482479.0
1733753973.372,33.48,35.36,30.3,25.89,42.36,6139828,22603,22303,1486874.0
1733753973.488,33.48,35.34,30.29,25.88,42.39,6140536,22603,22303,1488888.0
1733753973.604,33.48,35.33,30.28,25.87,42.41,6141476,22603,22303,1481929.0
1733753973.72,33.48,35.32,30.26,25.87,42.44,6141576,22603,22303,1485837.0
1733753973.835,33.48,35.31,30.26,25.86,42.47,6138752,22603,22307,1657222.0
1733753973.952,33.47,35.29,30.25,25.85,42.5,6139000,22603,22309,1530758.0
1733753974.068,33.47,35.28,30.24,25.84,42.52,6140296,22603,22309,1527462.0
1733753974.183,33.47,35.27,30.22,25.83,42.55,6140948,22603,22309,1529293.0
1733753974.3,33.47,35.25,30.22,25.82,42.58,6141252,22603,22309,1511775.0
1733753974.415,33.47,35.24,30.2,25.81,42.61,6141392,22603,22309,1533200.0
1733753974.531,33.47,35.23,30.2,25.8,42.64,6141540,22603,22309,1521297.0
1733753974.647,33.47,35.21,30.18,25.79,42.66,6141632,22603,22309,1494442.0
1733753974.763,33.46,35.2,30.17,25.79,42.69,6141328,22603,22309,1519711.0
1733753974.878,33.46,35.18,30.16,25.78,42.72,6141760,22603,22309,1518856.0
1733753974.994,33.46,35.17,30.15,25.77,42.74,6141648,22603,22309,1534603.0
1733753975.11,33.46,35.16,30.14,25.76,42.77,6141392,22603,22309,1506527.0
1733753975.226,33.46,35.15,30.13,25.76,42.8,6142248,22603,22309,1524837.0
1733753975.341,33.46,35.13,30.12,25.75,42.83,6141836,22603,22309,1537045.0
1733753975.457,33.46,35.12,30.11,25.75,42.85,6141828,22603,22309,1513972.0
1733753975.573,33.46,35.11,30.09,25.74,42.88,6141668,22603,22309,1528439.0
1733753975.688,33.46,35.1,30.08,25.73,42.91,6142308,22603,22309,1519162.0
1733753975.804,33.45,35.08,30.07,25.72,42.93,6141940,22603,22309,1515071.0
1733753975.92,33.45,35.08,30.06,25.71,42.96,6141984,22603,22309,1529537.0
1733753976.035,33.45,35.06,30.05,25.7,42.99,6141412,22603,22309,1531979.0
1733753976.151,33.45,35.05,30.04,25.69,43.01,6141548,22603,22309,1515621.0
1733753976.267,33.45,35.04,30.03,25.68,43.04,6141948,22603,22309,1525570.0
1733753976.382,33.45,35.02,30.02,25.67,43.07,6142128,22603,22309,1535946.0
1733753976.498,33.45,35.01,30.01,25.67,43.09,6142368,22603,22309,1528071.0
1733753976.614,33.45,35.0,30.0,25.66,43.12,6141860,22603,22309,1519650.0
1733753976.73,33.45,34.98,30.02,25.65,43.11,6142064,22603,22309,1533261.0
1733753976.846,33.44,34.97,30.05,25.65,43.1,6143320,22603,22309,1547541.0
1733753976.962,33.44,34.96,30.05,25.64,43.11,6142812,22603,22309,1517269.0
1733753977.077,33.44,34.95,30.04,25.63,43.14,6143056,22603,22313,1538693.0
1733753977.193,33.44,34.94,30.03,25.63,43.17,6142484,22603,22313,1504512.0
1733753977.309,33.44,34.92,30.01,25.62,43.2,6141980,22603,22313,1521664.0
1733753977.425,33.44,34.91,30.0,25.62,43.22,6141580,22603,22313,1529721.0
1733753977.54,33.44,34.9,29.99,25.61,43.25,6141576,22603,22313,1527523.0
1733753977.656,33.44,34.89,29.98,25.59,43.28,6142684,22603,22313,1503475.0
1733753977.772,33.44,34.87,29.97,25.59,43.3,6142932,22603,22313,1525387.0
1733753977.888,33.44,34.87,29.96,25.58,43.33,6143172,22603,22313,1527766.0
1733753978.003,33.43,34.85,29.95,25.57,43.35,6143160,22603,22313,1525814.0
1733753978.12,33.43,34.84,29.94,25.56,43.38,6142800,22603,22313,1504208.0
1733753978.236,33.43,34.83,29.93,25.55,43.41,6143148,22603,22313,1537350.0
1733753978.352,33.43,34.81,29.92,25.54,43.43,6143036,22603,22313,1514217.0
1733753978.468,33.43,34.8,29.91,25.53,43.46,6142672,22603,22313,1555538.0
1733753978.583,33.43,34.79,29.9,25.52,43.49,6142668,22603,22313,1509823.0
1733753978.699,33.43,34.77,29.88,25.52,43.51,6143020,22603,22313,1520259.0
1733753978.815,33.42,34.76,29.87,25.5,43.54,6143264,22603,22313,1528439.0
1733753978.931,33.42,34.74,29.86,25.5,43.57,6143360,22603,22316,1527889.0
1733753979.047,33.42,34.73,29.85,25.49,43.59,6143748,22603,22316,1529599.0
1733753979.163,33.42,34.72,29.84,25.48,43.62,6142992,22603,22316,1522640.0
1733753979.278,33.42,34.7,29.83,25.48,43.65,6143344,22603,22316,1499935.0
1733753979.394,33.42,34.69,29.82,25.47,43.67,6142828,22603,22316,1525570.0
1733753979.51,33.41,34.68,29.81,25.46,43.7,6143572,22603,22316,1524654.0
1733753979.625,33.41,34.67,29.79,25.46,43.73,6143564,22603,22316,1506649.0
1733753979.741,33.41,34.66,29.79,25.45,43.75,6143204,22603,22316,1514827.0
1733753979.857,33.41,34.64,29.77,25.44,43.78,6143348,22603,22316,1526791.0
1733753979.973,33.41,34.63,29.76,25.43,43.81,6143092,22603,22316,1540341.0
1733753980.089,33.42,34.63,29.76,25.43,43.83,6142940,22603,22316,1817072.0
1733753980.205,33.41,34.61,29.75,25.42,43.86,6143292,22603,22316,1509213.0
1733753980.32,33.41,34.6,29.74,25.42,43.88,6143540,22603,22316,1507381.0
1733753980.436,33.41,34.59,29.72,25.41,43.91,6143528,22603,22316,1512081.0
1733753980.552,33.41,34.58,29.72,25.4,43.93,6143776,22603,22316,1505489.0
1733753980.668,33.41,34.57,29.7,25.39,43.95,6143764,22603,22316,1849728.0
1733753980.783,33.41,34.56,29.69,25.39,43.98,6143712,22603,22316,1827082.0
1733753980.9,33.4,34.54,29.68,25.38,44.01,6143700,22603,22316,1838252.0
1733753981.016,33.4,34.53,29.67,25.37,44.03,6143484,22603,22316,1854060.0
1733753981.132,33.4,34.52,29.66,25.36,44.06,6143372,22603,22316,1823054.0
1733753981.248,33.4,34.51,29.65,25.35,44.08,6143468,22603,22316,1844173.0
1733753981.363,33.4,34.5,29.64,25.34,44.11,6143708,22603,22316,1855037.0
1733753981.479,33.4,34.48,29.63,25.33,44.14,6143596,22603,22331,1853328.0
1733753981.595,33.4,34.47,29.63,25.32,44.16,6143452,22603,22331,1853694.0
1733753981.71,33.39,34.45,29.61,25.31,44.19,6143572,22603,22331,1853266.0
1733753981.826,33.39,34.44,29.6,25.31,44.21,6143408,22603,22331,1863155.0
1733753981.941,33.39,34.43,29.59,25.3,44.24,6143692,22603,22331,1836360.0
1733753982.057,33.39,34.42,29.58,25.29,44.27,6143688,22603,22331,1854914.0
1733753982.173,33.39,34.41,29.57,25.28,44.29,6144036,22603,22331,1850338.0
1733753982.288,33.39,34.4,29.56,25.28,44.32,6143780,22603,22331,1837031.0
1733753982.404,33.39,34.38,29.55,25.27,44.34,6143776,22603,22331,1847835.0
1733753982.52,33.39,34.37,29.54,25.26,44.37,6143268,22603,22331,1851252.0
