Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time
1733757973.601,30.23,40.02,25.14,20.23,35.49,6293108,24820,33076,1161008.0
1733757973.716,30.23,40.03,25.14,20.23,35.49,6294368,24820,33076,1296139.0
1733757973.832,30.23,40.03,25.14,20.23,35.49,6295376,24820,33076,1447507.0
1733757973.948,30.23,40.03,25.14,20.23,35.49,6295480,24820,33076,1476131.0
1733757974.064,30.23,40.03,25.14,20.23,35.49,6295496,24820,33076,1464230.0
1733757974.18,30.23,40.03,25.14,20.23,35.49,6295980,24820,33076,1481625.0
1733757974.296,30.23,40.03,25.14,20.23,35.49,6295980,24820,33076,1481441.0
1733757974.412,30.23,40.04,25.14,20.23,35.49,6295224,24820,33076,1486690.0
1733757974.527,30.23,40.04,25.14,20.23,35.49,6294720,24820,33076,1476742.0
1733757974.643,30.23,40.04,25.14,20.23,35.48,6294588,24820,33076,1452206.0
1733757974.759,30.23,40.04,25.14,20.23,35.48,6294188,24820,33076,1307125.0
1733757974.875,30.23,40.04,25.14,20.23,35.48,6293680,24820,33076,1506589.0
1733757974.991,30.23,40.04,25.14,20.23,35.48,6293824,24820,33076,1524044.0
1733757975.106,30.23,40.04,25.14,20.23,35.48,6294328,24820,33076,1532466.0
1733757975.222,30.23,40.04,25.14,20.23,35.48,6295336,24820,33076,1509396.0
1733757975.338,30.23,40.04,25.14,20.23,35.48,6296092,24820,33076,1520992.0
1733757975.453,30.23,40.04,25.14,20.24,35.48,6297100,24820,33076,1515621.0
1733757975.569,30.23,40.04,25.13,20.24,35.48,6297264,24820,33076,1484554.0
1733757975.685,30.23,40.04,25.13,20.24,35.48,6297632,24820,33076,1515011.0
1733757975.801,30.23,40.04,25.13,20.24,35.48,6297920,24820,33076,1506588.0
1733757975.917,30.23,40.04,25.13,20.24,35.48,6297872,24820,33076,1516719.0
1733757976.033,30.23,40.04,25.13,20.25,35.48,6297260,24820,33076,1531980.0
1733757976.149,30.23,40.04,25.13,20.25,35.48,6297328,24820,33076,1502131.0
1733757976.264,30.23,40.04,25.13,20.25,35.48,6297456,24820,33076,1519101.0
1733757976.38,30.23,40.04,25.13,20.25,35.47,6297712,24820,33076,1495601.0
1733757976.496,30.23,40.04,25.13,20.25,35.47,6297800,24820,33076,1522579.0
1733757976.612,30.23,40.04,25.13,20.25,35.47,6297616,24820,33076,1528866.0
1733757976.729,30.23,40.04,25.13,20.25,35.47,6297612,24820,33076,1524960.0
1733757976.844,30.23,40.03,25.13,20.26,35.47,6297356,24820,33076,1526118.0
1733757976.96,30.23,40.03,25.13,20.26,35.47,6297352,24820,33076,1509518.0
1733757977.077,30.23,40.03,25.13,20.26,35.47,6289000,24820,33080,1683285.0
1733757977.193,30.23,40.03,25.13,20.26,35.47,6290420,24820,33080,1526546.0
1733757977.308,30.23,40.03,25.13,20.27,35.47,6291932,24820,33080,1512142.0
1733757977.424,30.23,40.03,25.13,20.27,35.47,6293444,24820,33080,1507381.0
