Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time
1733758195.777,30.21,40.0,25.03,20.34,35.47,6292696,24820,33645,1163814.0
1733758195.892,30.21,40.0,25.03,20.34,35.47,6293200,24820,33645,1175352.0
1733758196.008,30.21,40.0,25.03,20.34,35.47,6293700,24820,33645,1152767.0
1733758196.124,30.21,40.0,25.03,20.34,35.47,6293700,24820,33645,1292661.0
1733758196.24,30.21,40.0,25.03,20.34,35.47,6293700,24820,33645,1471554.0
1733758196.356,30.21,40.0,25.04,20.34,35.47,6294204,24820,33645,1480770.0
1733758196.472,30.21,40.0,25.04,20.34,35.47,6295716,24820,33645,1488522.0
1733758196.588,30.21,40.0,25.04,20.34,35.47,6296440,24820,33645,1492550.0
1733758196.704,30.21,40.0,25.04,20.34,35.47,6297040,24820,33645,1491755.0
1733758196.82,30.21,40.0,25.04,20.34,35.47,6297108,24820,33645,1492367.0
1733758196.935,30.21,40.0,25.05,20.34,35.47,6297056,24820,33645,1478696.0
1733758197.051,30.21,40.0,25.05,20.34,35.47,6296812,24820,33645,1488399.0
1733758197.167,30.21,39.99,25.05,20.34,35.46,6297012,24820,33645,1006833.0
1733758197.283,30.21,39.99,25.05,20.34,35.46,6297008,24820,33647,1534665.0
1733758197.398,30.21,39.99,25.05,20.34,35.46,6297100,24820,33647,1529476.0
1733758197.514,30.21,39.99,25.06,20.34,35.46,6297104,24820,33647,1511714.0
1733758197.63,30.21,39.99,25.06,20.34,35.46,6297152,24820,33647,1526547.0
1733758197.745,30.21,39.99,25.06,20.34,35.46,6297084,24820,33650,1531674.0
1733758197.861,30.22,39.99,25.06,20.34,35.46,6297028,24820,33650,1506648.0
1733758197.977,30.22,39.99,25.06,20.34,35.46,6297116,24820,33650,1526974.0
1733758198.093,30.22,39.99,25.07,20.34,35.46,6296900,24820,33650,1528194.0
1733758198.208,30.22,39.99,25.07,20.34,35.46,6297392,24820,33650,1531307.0
1733758198.324,30.22,39.99,25.07,20.34,35.46,6297488,24820,33650,1500912.0
1733758198.44,30.22,39.99,25.07,20.34,35.46,6297472,24820,33650,1519100.0
1733758198.555,30.22,39.98,25.07,20.34,35.46,6297212,24820,33653,1527889.0
