Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time
1733756417.141,30.35,40.34,24.57,20.76,35.7,6281864,24799,29067,1149717.0
1733756417.257,30.35,40.34,24.57,20.76,35.7,6282616,24799,29067,1131161.0
1733756417.374,30.35,40.34,24.57,20.76,35.7,6283612,24799,29067,1153013.0
1733756417.49,30.35,40.33,24.57,20.76,35.7,6285012,24799,29067,1249020.0
1733756417.605,30.35,40.33,24.58,20.76,35.7,6285264,24799,29067,1443355.0
1733756417.721,30.35,40.33,24.58,20.76,35.7,6285356,24799,29067,1481564.0
1733756417.837,30.35,40.33,24.58,20.76,35.7,6285356,24799,29067,1467892.0
1733756417.953,30.35,40.33,24.59,20.76,35.7,6285208,24799,29067,1463009.0
1733756418.068,30.35,40.33,24.59,20.76,35.7,6285656,24799,29067,1455319.0
1733756418.185,30.35,40.33,24.59,20.76,35.7,6285588,24799,29067,1454341.0
1733756418.3,30.35,40.33,24.6,20.76,35.69,6285592,24799,29067,1486386.0
1733756418.416,30.35,40.32,24.6,20.76,35.69,6285524,24799,29067,1452694.0
1733756418.532,30.35,40.32,24.6,20.76,35.69,6285372,24799,29067,1317380.0
1733756418.648,30.35,40.32,24.6,20.76,35.69,6285516,24799,29067,1504207.0
1733756418.763,30.35,40.32,24.61,20.76,35.69,6285608,24799,29067,1499020.0
1733756418.88,30.35,40.32,24.61,20.76,35.69,6285644,24799,29067,1505062.0
1733756418.996,30.35,40.32,24.61,20.75,35.69,6285792,24799,29067,1537227.0
1733756419.111,30.35,40.32,24.62,20.75,35.69,6285620,24799,29067,1519100.0
1733756419.228,30.35,40.31,24.62,20.75,35.68,6286020,24799,29067,1499325.0
1733756419.343,30.35,40.31,24.62,20.75,35.68,6285756,24799,29074,1540951.0
1733756419.459,30.35,40.31,24.63,20.75,35.68,6285788,24799,29074,1514949.0
1733756419.574,30.35,40.31,24.63,20.75,35.68,6286032,24799,29074,1507565.0
1733756419.691,30.35,40.31,24.63,20.75,35.68,6285920,24799,29074,1512936.0
1733756419.806,30.35,40.31,24.64,20.75,35.68,6286016,24799,29074,1529475.0
1733756419.922,30.35,40.31,24.64,20.75,35.68,6285460,24799,29074,1522335.0
1733756420.058,30.35,40.3,24.64,20.75,35.68,6285784,24799,29074,1941523.0
1733756420.174,30.35,40.3,24.65,20.75,35.68,6286032,24799,29074,1761593.0
1733756420.29,30.35,40.3,24.65,20.75,35.67,6285880,24799,29074,1521480.0
1733756420.406,30.35,40.3,24.65,20.75,35.67,6285372,24799,29074,1511105.0
1733756420.521,30.35,40.3,24.66,20.75,35.67,6285268,24799,29074,1506161.0
1733756420.637,30.35,40.3,24.66,20.75,35.67,6284864,24799,29074,1496150.0
1733756420.753,30.35,40.3,24.66,20.75,35.67,6284756,24799,29074,1542172.0
1733756420.869,30.35,40.3,24.67,20.75,35.67,6284604,24799,29074,1508235.0
1733756420.985,30.35,40.29,24.67,20.75,35.67,6283992,24799,29074,1503720.0
1733756421.1,30.35,40.29,24.67,20.75,35.67,6283840,24799,29074,1501583.0
1733756421.216,30.35,40.29,24.68,20.75,35.66,6283584,24799,29074,1494503.0
1733756421.332,30.35,40.29,24.68,20.75,35.66,6283328,24799,29074,1516109.0
1733756421.448,30.35,40.29,24.68,20.75,35.66,6282968,24799,29074,1517819.0
1733756421.563,30.35,40.29,24.69,20.74,35.66,6282816,24799,29074,1494198.0
1733756421.679,30.35,40.29,24.69,20.74,35.66,6283720,24799,29074,1479244.0
1733756421.795,30.35,40.28,24.69,20.74,35.66,6284828,24799,29074,1515560.0
1733756421.911,30.35,40.28,24.7,20.74,35.66,6284468,24799,29074,1513179.0
1733756422.027,30.35,40.28,24.7,20.74,35.66,6283812,24799,29074,1518735.0
1733756422.142,30.35,40.28,24.7,20.74,35.66,6282944,24799,29074,1507687.0
1733756422.258,30.35,40.28,24.71,20.74,35.65,6282040,24799,29074,1504267.0
1733756422.374,30.35,40.28,24.71,20.74,35.65,6281928,24799,29074,1532712.0
1733756422.49,30.35,40.28,24.71,20.74,35.65,6281776,24799,29074,1527767.0
1733756422.605,30.35,40.28,24.72,20.74,35.65,6281920,24799,29074,1512080.0
1733756422.721,30.35,40.27,24.72,20.74,35.65,6281412,24799,29074,1508481.0
1733756422.837,30.35,40.27,24.72,20.74,35.65,6281912,24799,29074,1527523.0
