Timestamp,CpuALL_usage,Cpu0_usage,Cpu1_usage,Cpu2_usage,Cpu3_usage,memory_usage,Reads_on_sda,Writes_on_sda,Energy_usage_during_time
1733757083.813,30.28,39.77,25.67,20.53,35.13,6283564,24807,30725,1161984.0
1733757083.928,30.28,39.77,25.67,20.53,35.13,6284068,24807,30725,1168027.0
1733757084.044,30.28,39.77,25.67,20.54,35.13,6284820,24807,30725,1160336.0
1733757084.16,30.28,39.77,25.67,20.54,35.13,6284820,24807,30725,1153073.0
1733757084.276,30.28,39.77,25.67,20.54,35.13,6284568,24807,30725,1151486.0
1733757084.392,30.28,39.77,25.66,20.54,35.13,6284564,24807,30725,1282529.0
1733757084.508,30.28,39.77,25.66,20.54,35.13,6284664,24807,30725,1477658.0
1733757084.624,30.28,39.78,25.66,20.54,35.13,6285164,24807,30725,1468929.0
1733757084.74,30.28,39.78,25.66,20.54,35.13,6286160,24807,30725,1469540.0
1733757084.856,30.28,39.78,25.66,20.54,35.13,6287312,24807,30728,1491329.0
1733757084.972,30.28,39.78,25.66,20.53,35.12,6287916,24807,30728,1492977.0
1733757085.088,30.28,39.78,25.66,20.53,35.12,6287660,24807,30728,1490596.0
1733757085.204,30.28,39.78,25.66,20.54,35.12,6287364,24807,30728,1487241.0
1733757085.319,30.28,39.78,25.66,20.54,35.12,6288876,24807,30728,1500361.0
1733757085.435,30.28,39.78,25.66,20.54,35.12,6289984,24807,30728,1294675.0
1733757085.551,30.28,39.78,25.66,20.54,35.12,6290236,24807,30728,1532223.0
1733757085.667,30.28,39.78,25.66,20.55,35.12,6290428,24807,30728,1525387.0
1733757085.783,30.28,39.78,25.66,20.55,35.12,6291432,24807,30728,1520565.0
1733757085.898,30.28,39.78,25.66,20.54,35.12,6290860,24807,30728,1510188.0
1733757086.014,30.28,39.79,25.66,20.54,35.12,6291108,24807,30728,1500119.0
1733757086.13,30.28,39.79,25.66,20.54,35.12,6290908,24807,30728,1517268.0
1733757086.246,30.28,39.79,25.65,20.54,35.11,6290832,24807,30728,1525326.0
1733757086.362,30.28,39.79,25.65,20.54,35.11,6291132,24807,30728,1515072.0
1733757086.478,30.28,39.79,25.65,20.54,35.11,6291060,24807,30728,1518979.0
1733757086.593,30.28,39.8,25.65,20.54,35.11,6291116,24807,30728,1512202.0
1733757086.709,30.28,39.8,25.65,20.54,35.11,6291144,24807,30728,1499692.0
1733757086.825,30.28,39.8,25.65,20.54,35.11,6291028,24807,30728,1513302.0
1733757086.941,30.28,39.8,25.65,20.54,35.11,6291424,24807,30728,1516109.0
1733757087.057,30.28,39.8,25.65,20.54,35.11,6291080,24807,30728,1526668.0
1733757087.172,30.28,39.81,25.65,20.54,35.11,6291012,24807,30728,1498959.0
1733757087.288,30.28,39.81,25.65,20.54,35.11,6291252,24807,30728,1524715.0
1733757087.404,30.28,39.81,25.65,20.54,35.11,6290956,24807,30728,1505978.0
1733757087.52,30.28,39.81,25.65,20.54,35.1,6290904,24807,30728,1509884.0
1733757087.635,30.28,39.81,25.65,20.54,35.1,6291296,24807,30728,1511348.0
1733757087.751,30.28,39.82,25.65,20.54,35.1,6291080,24807,30728,1486325.0
1733757087.867,30.28,39.82,25.65,20.54,35.1,6290572,24807,30728,1499630.0
1733757087.983,30.28,39.82,25.65,20.54,35.1,6290420,24807,30728,1497920.0
1733757088.099,30.28,39.82,25.65,20.53,35.1,6290060,24807,30728,1502377.0
1733757088.214,30.28,39.83,25.65,20.53,35.1,6289908,24807,30728,1478451.0
